,index,label
0,0,0
1,1,1
2,2,2
3,3,3
4,4,4
5,5,3
6,6,1
7,7,3
8,8,3
9,9,0
10,10,0
11,11,4
12,12,0
13,13,0
14,14,0
15,15,3
16,16,3
17,17,3
18,18,3
19,19,4
20,20,0
21,21,0
22,22,0
23,23,3
24,24,1
25,25,1
26,26,3
27,27,0
28,28,0
29,29,1
30,30,3
31,31,3
32,32,0
33,33,3
34,34,3
35,35,0
36,36,1
37,37,1
38,38,1
39,39,3
40,40,3
41,41,1
42,42,3
43,43,0
44,44,1
45,45,0
46,46,0
47,47,3
48,48,0
49,49,1
50,50,1
51,51,3
52,52,3
53,53,0
54,54,1
55,55,1
56,56,1
57,57,0
58,58,0
59,59,3
60,60,1
61,61,0
62,62,3
63,63,0
64,64,0
65,65,1
66,66,1
67,67,3
68,68,0
69,69,3
70,70,2
71,71,0
72,72,0
73,73,3
74,74,1
75,75,3
76,76,3
77,77,0
78,78,3
79,79,3
80,80,0
81,81,1
82,82,1
83,83,1
84,84,0
85,85,3
86,86,3
87,87,3
88,88,1
89,89,0
90,90,3
91,91,0
92,92,0
93,93,0
94,94,0
95,95,3
96,96,3
97,97,0
98,98,0
99,99,3
100,100,1
101,101,3
102,102,1
103,103,0
104,104,0
105,105,1
106,106,0
107,107,3
108,108,3
109,109,0
110,110,3
111,111,0
112,112,4
113,113,3
114,114,0
115,115,1
116,116,3
117,117,0
118,118,4
119,119,0
120,120,4
121,121,3
122,122,3
123,123,3
124,124,2
125,125,3
126,126,1
127,127,0
128,128,0
129,129,3
130,130,1
131,131,3
132,132,3
133,133,0
134,134,4
135,135,0
136,136,1
137,137,1
138,138,3
139,139,0
140,140,3
141,141,3
142,142,1
143,143,3
144,144,1
145,145,3
146,146,0
147,147,1
148,148,3
149,149,1
150,150,1
151,151,1
152,152,3
153,153,1
154,154,3
155,155,0
156,156,3
157,157,1
158,158,1
159,159,0
160,160,0
161,161,0
162,162,3
163,163,1
164,164,0
165,165,3
166,166,3
167,167,0
168,168,0
169,169,0
170,170,1
171,171,3
172,172,0
173,173,0
174,174,1
175,175,1
176,176,1
177,177,0
178,178,3
179,179,1
180,180,1
181,181,3
182,182,3
183,183,0
184,184,1
185,185,1
186,186,0
187,187,1
188,188,2
189,189,1
190,190,1
191,191,3
192,192,0
193,193,1
194,194,3
195,195,1
196,196,1
197,197,3
198,198,1
199,199,1
200,200,4
201,201,3
202,202,1
203,203,3
204,204,0
205,205,1
206,206,1
207,207,3
208,208,3
209,209,0
210,210,0
211,211,1
212,212,1
213,213,1
214,214,0
215,215,0
216,216,3
217,217,1
218,218,1
219,219,3
220,220,3
221,221,1
222,222,0
223,223,1
224,224,0
225,225,0
226,226,0
227,227,1
228,228,1
229,229,0
230,230,1
231,231,0
232,232,3
233,233,1
234,234,1
235,235,1
236,236,3
237,237,3
238,238,0
239,239,1
240,240,1
241,241,3
242,242,3
243,243,3
244,244,3
245,245,3
246,246,3
247,247,3
248,248,1
249,249,3
250,250,0
251,251,1
252,252,1
253,253,1
254,254,3
255,255,3
256,256,3
257,257,0
258,258,3
259,259,0
260,260,1
261,261,1
262,262,3
263,263,1
264,264,0
265,265,0
266,266,3
267,267,0
268,268,0
269,269,3
270,270,1
271,271,0
272,272,0
273,273,4
274,274,0
275,275,1
276,276,1
277,277,3
278,278,0
279,279,1
280,280,1
281,281,3
282,282,0
283,283,0
284,284,1
285,285,1
286,286,3
287,287,1
288,288,1
289,289,3
290,290,1
291,291,0
292,292,1
293,293,0
294,294,3
295,295,3
296,296,1
297,297,1
298,298,0
299,299,3
300,300,0
301,301,1
302,302,0
303,303,0
304,304,3
305,305,0
306,306,3
307,307,2
308,308,0
309,309,4
310,310,0
311,311,3
312,312,0
313,313,0
314,314,2
315,315,1
316,316,0
317,317,0
318,318,3
319,319,0
320,320,1
321,321,1
322,322,3
323,323,0
324,324,0
325,325,3
326,326,1
327,327,3
328,328,3
329,329,0
330,330,0
331,331,1
332,332,1
333,333,1
334,334,0
335,335,1
336,336,0
337,337,1
338,338,3
339,339,3
340,340,3
341,341,0
342,342,1
343,343,1
344,344,0
345,345,0
346,346,3
347,347,0
348,348,1
349,349,0
350,350,1
351,351,1
352,352,0
353,353,1
354,354,3
355,355,3
356,356,0
357,357,0
358,358,0
359,359,3
360,360,3
361,361,0
362,362,1
363,363,0
364,364,0
365,365,0
366,366,0
367,367,0
368,368,0
369,369,0
370,370,3
371,371,3
372,372,3
373,373,3
374,374,1
375,375,0
376,376,4
377,377,3
378,378,3
379,379,0
380,380,4
381,381,1
382,382,3
383,383,3
384,384,0
385,385,0
386,386,3
387,387,0
388,388,1
389,389,3
390,390,3
391,391,1
392,392,1
393,393,3
394,394,3
395,395,3
396,396,3
397,397,1
398,398,1
399,399,0
400,400,1
401,401,3
402,402,1
403,403,3
404,404,1
405,405,1
406,406,1
407,407,1
408,408,3
409,409,1
410,410,0
411,411,1
412,412,3
413,413,3
414,414,3
415,415,3
416,416,0
417,417,3
418,418,3
419,419,0
420,420,0
421,421,0
422,422,0
423,423,0
424,424,2
425,425,3
426,426,3
427,427,1
428,428,1
429,429,1
430,430,3
431,431,3
432,432,3
433,433,3
434,434,0
435,435,1
436,436,0
437,437,3
438,438,1
439,439,3
440,440,0
441,441,3
442,442,3
443,443,0
444,444,1
445,445,1
446,446,1
447,447,0
448,448,3
449,449,3
450,450,0
451,451,3
452,452,3
453,453,0
454,454,3
455,455,0
456,456,0
457,457,0
458,458,3
459,459,0
460,460,0
461,461,1
462,462,1
463,463,1
464,464,3
465,465,3
466,466,3
467,467,0
468,468,3
469,469,1
470,470,0
471,471,0
472,472,3
473,473,1
474,474,3
475,475,1
476,476,0
477,477,0
478,478,1
479,479,4
480,480,1
481,481,1
482,482,1
483,483,1
484,484,3
485,485,0
486,486,1
487,487,3
488,488,1
489,489,1
490,490,0
491,491,3
492,492,3
493,493,3
494,494,4
495,495,3
496,496,3
497,497,1
498,498,3
499,499,3
500,500,3
501,501,3
502,502,3
503,503,0
504,504,0
505,505,0
506,506,4
507,507,3
508,508,0
509,509,1
510,510,1
511,511,1
512,512,3
513,513,3
514,514,4
515,515,3
516,516,1
517,517,3
518,518,0
519,519,1
520,520,3
521,521,0
522,522,1
523,523,1
524,524,3
525,525,1
526,526,1
527,527,0
528,528,0
529,529,0
530,530,1
531,531,1
532,532,0
533,533,0
534,534,3
535,535,3
536,536,0
537,537,1
538,538,3
539,539,0
540,540,1
541,541,1
542,542,0
543,543,1
544,544,3
545,545,3
546,546,3
547,547,0
548,548,3
549,549,4
550,550,0
551,551,3
552,552,1
553,553,1
554,554,3
555,555,1
556,556,0
557,557,1
558,558,1
559,559,0
560,560,0
561,561,0
562,562,1
563,563,4
564,564,1
565,565,1
566,566,3
567,567,1
568,568,1
569,569,3
570,570,1
571,571,1
572,572,1
573,573,0
574,574,1
575,575,0
576,576,3
577,577,3
578,578,0
579,579,3
580,580,0
581,581,3
582,582,1
583,583,0
584,584,3
585,585,1
586,586,3
587,587,4
588,588,1
589,589,0
590,590,1
591,591,1
592,592,1
593,593,0
594,594,1
595,595,0
596,596,3
597,597,0
598,598,1
599,599,3
600,600,1
601,601,1
602,602,1
603,603,0
604,604,4
605,605,0
606,606,3
607,607,3
608,608,0
609,609,3
610,610,1
611,611,1
612,612,0
613,613,1
614,614,1
615,615,1
616,616,0
617,617,1
618,618,4
619,619,3
620,620,3
621,621,1
622,622,0
623,623,0
624,624,1
625,625,3
626,626,1
627,627,0
628,628,3
629,629,0
630,630,0
631,631,0
632,632,1
633,633,3
